timestamp,accx,accy,accz
11:04:11.808,-0.235,0.654,0.863
11:04:11.999,-0.101,0.69,0.763
11:04:12.194,-0.236,0.566,0.803
11:04:12.389,-0.081,0.619,0.737
11:04:12.585,-0.2,0.601,0.7
11:04:12.780,-0.152,0.616,0.72
11:04:12.975,-0.031,0.486,0.864
11:04:13.170,-0.003,0.471,0.955
11:04:13.365,0.019,0.543,0.743
11:04:13.562,-0.276,0.522,0.842
11:04:13.755,-0.163,0.514,0.872
11:04:13.951,-0.131,0.465,0.869
11:04:14.145,-0.231,0.45,0.872
11:04:14.340,-0.181,0.473,0.878
11:04:14.535,-0.22,0.474,0.874
11:04:14.730,-0.217,0.442,0.84
11:04:14.925,-0.221,0.47,0.869
11:04:15.169,-0.18,0.477,0.868
11:04:15.363,-0.199,0.49,0.872
11:04:15.560,-0.19,0.574,0.794
11:04:15.755,-0.159,0.52,0.787
11:04:15.951,-0.298,0.494,0.822
11:04:16.144,-0.022,0.486,0.909
11:04:16.339,-0.212,0.43,0.858
11:04:16.533,-0.143,0.423,0.847
11:04:16.730,-0.126,0.411,0.89
11:04:16.922,-0.152,0.355,0.921
11:04:17.119,-0.02,0.064,0.892
11:04:17.320,-0.117,0.052,0.973
11:04:17.508,-0.165,-0.132,1.097
11:04:17.703,-0.395,-0.097,0.873
11:04:17.897,-0.298,-0.191,0.95
11:04:18.092,-0.307,-0.209,0.88
11:04:18.288,-0.513,-0.345,1.006
11:04:18.482,-0.215,-0.252,0.854
11:04:18.677,-0.354,-0.193,0.918
11:04:18.872,-0.356,-0.276,0.907
11:04:19.067,-0.336,-0.246,0.924
11:04:19.263,-0.358,-0.254,0.902
11:04:19.506,-0.309,-0.315,1.044
11:04:19.701,-0.7,0.022,0.735
11:04:19.896,-0.198,0.605,0.404
11:04:20.091,-0.47,0.721,0.488
11:04:20.286,-0.621,0.676,0.461
11:04:20.481,-0.222,0.786,0.276
11:04:20.676,-1.0,0.026,0.643
11:04:20.871,-0.229,-0.023,1.014
11:04:21.067,-0.268,-0.147,0.926
11:04:21.262,-0.376,-0.217,0.934
11:04:21.456,-0.303,-0.329,0.916
11:04:21.651,-0.349,-0.236,0.909
11:04:21.846,-0.327,-0.253,0.888
11:04:22.041,-0.352,-0.19,0.875
11:04:22.237,-0.341,-0.237,0.938
11:04:22.480,-0.332,-0.222,0.895
11:04:22.626,-0.353,-0.238,0.913
11:04:22.821,-0.356,-0.24,0.911
11:04:23.016,-0.345,-0.245,0.914
11:04:23.211,-0.351,-0.252,0.908
11:04:23.406,-0.344,-0.253,0.911
11:04:23.605,-0.339,-0.243,0.914
11:04:23.846,-0.338,-0.259,0.916
11:04:24.040,-0.367,-0.24,0.906
11:04:24.235,-0.342,-0.241,0.911
11:04:24.431,-0.349,-0.239,0.916
11:04:24.624,-0.358,-0.224,0.894
11:04:24.820,-0.369,-0.215,0.887
11:04:25.022,-0.374,-0.282,0.967
11:04:25.213,-0.273,-0.242,0.926
